
6.46, 2.96
4.30, 3.58
3.23, 2.69
2.50, 3.05
-1.48, 5.56
-1.11, 4.17
-2.80, 4.12
-2.10, 3.09
-3.91, 1.19
-4.32, 0.53
-3.24, 0.39
-2.51, -0.32
-2.60, -0.65
-1.27, -0.68
-0.95, -0.51
-0.71, -0.38
0.94, -0.37
0.71, -0.28
8.29, -0.13
16.68, -1.34
12.51, -1.00
12.54, -1.44
9.41, -1.08
26.02, -0.81
19.52, -0.61
30.25, -0.06
28.60, 0.21
29.44, 1.19
22.08, 0.89
26.46, 0.74
20.68, 0.63
13.48, -1.98
10.89, -1.44
6.45, -1.41
1.52, -1.58
-18.14, -4.73
-66.96, -5.31
-50.22, -3.98
-37.66, 0.31
-28.25, 0.23
-22.16, 3.61
-17.31, 4.07
-12.96, 2.98
-9.72, 2.23
-6.59, 0.88
-4.94, 0.66
-2.77, 1.37
-2.08, 1.43
-1.56, 1.07
0.92, 0.25
1.38, 2.29
1.00, 1.61
2.81, 5.63
4.48, 6.22
3.36, 4.67
3.32, 3.68
3.89, -0.57
3.15, -0.55
3.08, 1.09
2.56, 1.96
2.05, 3.48
1.53, 2.61
0.40, 1.67
0.30, 1.25
0.97, -1.04
0.73, -0.78
-1.05, -2.28
-65.67, -56.98
29.92, -23.27
12.81, -12.74
7.19, -6.80
3.75, -2.39
-4.19, 8.22
-3.14, 6.16
-5.07, 6.67
-11.21, 9.05
-9.20, 6.82
-6.90, 5.11
-14.69, 5.08
-11.02, 3.81
-8.72, 2.37
-7.14, 1.89
-7.42, 1.49
-7.27, 1.08
-7.67, -1.43
-5.75, -1.07
-4.04, -0.82
-3.03, -0.61
-5.97, -0.45
-29.62, -0.36
-22.22, -0.27
-61.28, -9.35
-46.60, -7.18
-33.95, -5.30
-22.64, -3.50
-10.16, -1.01
5.57, 1.58
4.96, 1.22
24.66, 3.59
23.34, 3.61
27.76, 3.91
26.97, 3.66
24.92, 3.19
22.35, 2.44
16.23, 2.25
12.43, 1.66
10.11, 0.06
7.58, 0.05
4.90, -0.85
3.68, -0.64
1.48, -0.49
1.11, -0.37
0.83, -0.27
0.62, -0.21
0.47, -0.59
0.35, -0.45
1.81, -0.63
3.64, -0.89
6.91, 0.03
7.97, 0.03
18.41, 0.45
13.79, 0.35
27.20, -0.16
-7.70, -4.57
-7.77, -3.02
-5.66, -2.67
-4.25, -2.00
-3.02, -1.46
-1.04, -3.42
-0.64, -1.74
-0.04, -0.68
-2.65, 0.97
-1.99, 0.73
-1.13, 1.31
-3.63, 3.71
-2.72, 2.79
-3.22, 2.81
-2.42, 2.11
-2.68, 0.86
-2.05, 0.17
-0.25, 1.89
-0.76, 1.96
0.12, 1.49
-0.45, 1.17
-0.71, 0.91
-0.29, -1.25
-0.57, -0.94
-0.60, -0.70
-0.80, -0.53
-2.99, 2.13
-2.25, 1.60
-0.33, 0.88
-1.85, 1.13
-1.76, 0.89
-4.00, 2.44
-2.52, 0.68
-4.04, -0.44
-4.83, -1.61
-3.62, -1.21
-4.28, -0.91
-3.44, -0.67
-3.49, -1.16
-2.85, -0.87
-0.72, -0.65
1.73, 0.22
1.29, 0.17
25.34, 1.57
19.00, 1.18
19.69, 2.02
19.91, 0.90
33.03, 0.26
25.10, 0.23
26.08, -0.54
39.70, -1.13
29.77, -0.85
23.30, -0.61
17.15, -0.47
13.95, -0.36
5.63, 1.29
-1.80, 0.97
-9.25, 0.76
-22.20, -0.25
-28.49, -1.02
-29.44, -1.54
-30.33, -2.40
-34.77, -3.26
-27.23, -2.43
-23.75, -1.11
-18.59, -0.81
-13.77, -0.59
-10.16, -0.44
-6.52, -0.34
-6.52, 0.49
-2.60, 0.36
-0.88, 0.97
-0.66, 0.73
-0.49, 0.55
-0.99, 0.41
-1.06, 0.31
-1.11, 0.23
-3.11, 0.17
-2.16, 0.13
-4.19, 0.10
-12.57, -0.66
-20.12, -2.01
-25.54, -3.57
-32.56, -4.78
-34.36, -5.13
-42.48, -8.72
-31.86, -6.54
-27.08, -6.26
-27.76, -5.75
-23.59, -3.72
-17.70, -2.79
-3.22, 0.16
-2.42, 0.12
7.14, 2.35
15.42, 3.06
24.82, 4.04
40.52, 5.16
31.03, 3.93
41.16, 4.44
33.44, 3.33
25.08, 2.50
20.44, 1.92
18.96, 2.06
14.22, 1.54
11.99, 1.12
8.84, 0.82
6.49, 0.59
4.72, 0.43
1.87, 0.32
3.07, 0.24
2.30, 0.18
1.73, 0.13
3.80, 0.10
12.02, 1.50
11.52, 1.12
17.84, 1.54
22.92, 0.41
26.83, -0.44
20.27, -0.35
41.21, -1.11
32.14, -0.91
34.35, -2.11
26.45, -1.53
27.49, -1.28
20.62, -0.96
11.11, -1.55
8.71, -1.19
-5.43, 0.05
-24.91, 0.23
-24.14, 0.95
-25.61, 0.76
-29.08, -0.20
-36.79, -1.45
-27.59, -1.09
-34.06, -1.63
-25.54, -1.22
-57.67, -5.84
-43.25, -4.38
-57.50, -6.91
-58.30, -6.94
-45.48, -5.20
-36.10, -4.23
-26.58, -2.62
-20.59, -2.07
-9.19, 0.43
1.04, 1.20
7.04, 1.25
22.18, 1.94
17.51, 1.62
27.12, 1.55
41.69, 3.65
31.27, 2.74
27.80, 2.72
25.16, 2.10
19.02, 1.64
14.26, 1.23
10.84, 0.52
5.72, 0.07
4.76, 0.24
2.16, 0.12
1.62, 0.09
1.55, -0.51
1.16, -0.38
1.03, -3.46
0.78, -2.60
0.09, -4.12
1.00, -15.31
-0.19, -24.61
-1.27, -53.49
-0.96, -40.12
0.37, -37.17
0.00, -42.50
1.29, -48.58
0.63, -41.33
1.29, -26.81
2.39, -20.91
2.98, -14.91
0.03, -9.67
-7.87, -1.43
-4.71, 68.65
-2.13, 53.34
-0.96, 63.07
0.60, 47.94
2.56, 37.08
2.39, 27.31
2.10, 20.64
1.73, 15.09
1.46, 11.40
1.09, 8.55
0.82, 6.41
1.08, 5.51
0.66, 3.60
0.34, 3.08
0.25, 3.00
0.19, 2.25
0.14, 1.69
0.11, 1.26
1.70, 1.64
1.28, 1.23
2.17, 0.23
1.63, 0.17
1.22, 0.13
0.37, 0.51
1.66, -0.96
0.99, -0.88
0.74, -0.66
2.96, 4.23
2.28, 16.92
1.71, 12.69
0.98, 15.74
0.63, 11.89
0.78, 31.69
2.33, 31.53
3.60, 32.00
2.95, 22.95
5.30, 19.35
3.98, 13.80
2.98, 10.35
1.06, 7.40
3.06, -11.85
1.91, -12.04
1.43, -9.03
-0.39, -21.50
-0.29, -16.13
-0.41, -29.82
-0.44, -31.91
-0.14, -29.72
-1.33, -26.96
-1.00, -20.22
-2.13, -16.49
-1.68, -14.01
-1.26, -10.51
-0.78, -6.83
-0.58, -5.12
1.01, -3.69
0.76, -2.76
0.50, -0.95
0.37, -0.71
-1.43, 0.37
-1.41, 2.60
-1.39, 8.95
-1.30, 17.09
1.01, 34.41
0.76, 25.80
2.50, 36.30
2.20, 28.75
3.12, 25.41
2.51, 20.81
3.14, 15.61
2.35, 11.70
1.63, 9.22
1.31, 2.94
1.03, 1.92
-1.94, -13.29
-3.24, -13.82
-2.72, -9.79
-2.11, -31.15
-3.35, -28.59
-2.43, -23.48
-1.82, -17.61
-0.86, -15.65
-0.40, -10.80
-0.30, -8.10
-0.14, -5.52
-2.47, -4.02
-1.85, -3.02
-1.29, -2.20
0.96, -2.58
0.72, -1.93
-0.78, -1.45
-0.68, -1.15
0.32, -7.26
1.28, -25.87
0.96, -19.40
1.88, -21.10
0.71, -34.75
0.09, -28.40
0.75, -43.63
0.56, -54.93
2.76, -49.34
2.81, -29.45
2.39, -16.76
-1.11, -8.51
0.08, -5.64
-0.32, -7.97
-0.52, -3.44
-8.04, 91.14
-6.03, 68.35
-4.57, 68.20
-1.89, 50.83
-1.53, 36.90
-0.70, 25.46
-0.20, 16.03
1.25, 11.51
0.63, 7.94
0.57, 5.95
0.53, 4.45
0.10, 2.62
0.07, 1.97
0.56, 0.71
0.42, 0.53
-0.96, 1.12
-0.72, 0.84
-13.97, -0.11
-9.85, -0.09
-28.57, -1.93
