-42.94, -69.13
-17.18, -27.65
33.57, 53.09
13.43, 21.24
7.87, 10.27
3.15, 4.11
1.26, 1.64
0.50, 0.66
-2.33, 1.31
-2.88, 0.50
-1.15, 0.20
-2.38, 0.08
-1.02, 0.01
-4.17, -1.06
-1.67, -0.43
-46.08, -7.67
-31.58, -4.38
-37.64, -3.53
-46.32, -4.61
-18.53, -1.84
-22.71, -2.72
-9.08, -1.09
-36.69, 15.19
176.29, 38.20
74.51, 16.18
33.97, 5.29
13.59, 2.11
7.52, 2.03
3.56, 3.42
1.43, 1.37
0.29, 1.43
-0.16, 3.40
-0.06, 1.36
-0.03, 7.26
-0.01, 2.90
-0.00, 2.35
-0.00, 0.94
-0.00, 0.38
-0.00, 0.15
-2.08, 0.06
-0.83, 0.02
-0.08, 0.45
-35.03, 1.71
-14.01, 0.69
-26.84, -2.14
-10.74, -0.86
2.14, -15.87
13.79, -7.51
5.52, -3.00
19.23, -2.36
14.07, 1.95
5.75, 1.06
2.30, 0.42
7.74, 5.41
7.74, 3.65
24.66, 22.94
9.86, 9.17
3.08, 2.60
-20.74, 6.72
-8.29, 2.69
-5.53, -0.18
-2.21, -0.07
-0.88, -0.03
7.93, -12.65
3.17, -5.06
3.14, -3.70
1.26, -1.48
0.50, -1.41
-0.10, -1.00
2.73, 1.30
1.09, 0.52
0.44, -0.61
0.17, -0.25
2.61, 0.28
1.05, 0.11
0.42, 0.04
1.95, 5.21
-15.67, -5.34
-6.27, -2.14
1.83, 43.37
0.99, 18.24
0.40, 7.29
-1.93, 2.92
-0.77, 1.17
4.97, -0.91
1.99, -0.36
1.07, -9.67
0.43, -3.87
2.36, -8.18
0.94, -3.27
0.38, -1.31
0.15, -0.52
0.06, -0.21
-0.27, -0.76
-0.11, -0.31
-0.04, -0.12
0.28, 0.63
0.11, 0.25
0.04, -1.14
0.32, 0.21
20.75, -5.77
8.30, -2.31
11.25, -2.42
35.47, -11.69
31.39, -9.69
12.55, -3.88
27.73, -3.98
27.07, -3.30
10.83, -1.32
36.10, -6.67
14.44, -2.67
14.66, -1.06
-2.08, 2.17
-0.83, 0.87
-0.33, 0.35
-5.73, 1.50
